type,agency,budget_type,appropriation_id,amount,text,page,source,year
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10328,656000.0,"9 distributed by provider (10328) ... 656,000 ......... (re. $656,000)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10328,656000.0,"9 distributed by provider (10328) ... 656,000 ......... (re. $656,000)",19,enacted,2024
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10329,1072000.0,"15 distributed by provider (10329) ... 1,072,000 ..... (re. $1,072,000)",19,enacted,2024
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10329,1072000.0,"15 distributed by provider (10329) ... 1,072,000 ..... (re. $1,072,000)",19,enacted,2024
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10329,1072000.0,"15 distributed by provider (10329) ... 1,072,000 ..... (re. $1,072,000)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10329,1072000.0,"15 distributed by provider (10329) ... 1,072,000 ..... (re. $1,072,000)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10329,1072000.0,"15 distributed by provider (10329) ... 1,072,000 ..... (re. $1,072,000)",19,enacted,2024
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10330,4027500.0,"21 distributed by provider (10330) ... 4,027,500 ..... (re. $4,027,500)",19,enacted,2024
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10330,4027500.0,"21 distributed by provider (10330) ... 4,027,500 ..... (re. $4,027,500)",19,enacted,2024
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10330,4027500.0,"21 distributed by provider (10330) ... 4,027,500 ..... (re. $4,027,500)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10330,4027500.0,"21 distributed by provider (10330) ... 4,027,500 ..... (re. $4,027,500)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10330,4027500.0,"21 distributed by provider (10330) ... 4,027,500 ..... (re. $4,027,500)",19,enacted,2024
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10331,4027500.0,"28 or provide any services (10331) ... 4,027,500 ..... (re. $4,027,500)",19,enacted,2024
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10331,4027500.0,"28 or provide any services (10331) ... 4,027,500 ..... (re. $4,027,500)",19,enacted,2024
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10331,4027500.0,"28 or provide any services (10331) ... 4,027,500 ..... (re. $4,027,500)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10331,4027500.0,"28 or provide any services (10331) ... 4,027,500 ..... (re. $4,027,500)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10331,4027500.0,"28 or provide any services (10331) ... 4,027,500 ..... (re. $4,027,500)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,1121000.0,"34 1,121,000 ......................................... (re. $1,121,000)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,1121000.0,"34 1,121,000 ......................................... (re. $1,121,000)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,1000000.0,"37 1,000,000 ......................................... (re. $1,000,000)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,1000000.0,"37 1,000,000 ......................................... (re. $1,000,000)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,175000.0,"42 175,000 ............................................. (re. $175,000)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,175000.0,"42 175,000 ............................................. (re. $175,000)",19,enacted,2024
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10340,793000.0,"51 Medicare Rights Center (10340) ... 793,000 ............ (re. $793,000)",19,enacted,2024
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10340,793000.0,"51 Medicare Rights Center (10340) ... 793,000 ............ (re. $793,000)",19,enacted,2024
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10340,793000.0,"51 Medicare Rights Center (10340) ... 793,000 ............ (re. $793,000)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10340,793000.0,"51 Medicare Rights Center (10340) ... 793,000 ............ (re. $793,000)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10340,793000.0,"51 Medicare Rights Center (10340) ... 793,000 ............ (re. $793,000)",19,enacted,2024
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,354000.0,"2 354,000 ............................................. (re. $354,000)",20,enacted,2024
