type,agency,budget_type,appropriation_id,amount,text,page,source,year
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10343,111000.0,"6 Legal Aid Society of New York (10343) ............ 111,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10343,111000.0,"6 Legal Aid Society of New York (10343) ............ 111,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10343,111000.0,"6 Legal Aid Society of New York (10343) ............ 111,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10345,155000.0,"7 Empire Justice Center (10345) .................... 155,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10345,155000.0,"7 Empire Justice Center (10345) .................... 155,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10345,155000.0,"7 Empire Justice Center (10345) .................... 155,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10346,132000.0,"8 Community Service Society (10346) ................ 132,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10346,132000.0,"8 Community Service Society (10346) ................ 132,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10346,132000.0,"8 Community Service Society (10346) ................ 132,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10324,216500.0,"10 senior volunteer program (RSVP) (10324) ........ 216,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10324,216500.0,"10 senior volunteer program (RSVP) (10324) ........ 216,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10324,216500.0,"10 senior volunteer program (RSVP) (10324) ........ 216,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10325,118500.0,"12 senior respite program (10325) ................. 118,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10325,118500.0,"12 senior respite program (10325) ................. 118,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10325,118500.0,"12 senior respite program (10325) ................. 118,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10326,71000.0,"15 program (10326) ................................. 71,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10326,71000.0,"15 program (10326) ................................. 71,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10326,71000.0,"15 program (10326) ................................. 71,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10327,86000.0,"18 ing and respite care program (10327) ............ 86,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10327,86000.0,"18 ing and respite care program (10327) ............ 86,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10327,86000.0,"18 ing and respite care program (10327) ............ 86,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10332,98000.0,"20 grandparents program (10332) .................... 98,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10332,98000.0,"20 grandparents program (10332) .................... 98,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10332,98000.0,"20 grandparents program (10332) .................... 98,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10333,745000.0,"24 elderly (10333) ................................ 745,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10333,745000.0,"24 elderly (10333) ................................ 745,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10333,745000.0,"24 elderly (10333) ................................ 745,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10866,122500.0,"29 dents (10866) .................................. 122,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10866,122500.0,"29 dents (10866) .................................. 122,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10866,122500.0,"29 dents (10866) .................................. 122,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10867,122500.0,"35 regarding the quality of services (10867) ...... 122,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10867,122500.0,"35 regarding the quality of services (10867) ...... 122,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10867,122500.0,"35 regarding the quality of services (10867) ...... 122,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10320,403000.0,"43 among the counties (10320) ..................... 403,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10320,403000.0,"43 among the counties (10320) ..................... 403,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10320,403000.0,"43 among the counties (10320) ..................... 403,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10334,31500.0,"47 project (10334) ................................. 31,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10334,31500.0,"47 project (10334) ................................. 31,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10334,31500.0,"47 project (10334) ................................. 31,500",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10833,1500000.0,"54 reporting (10833) ............................ 1,500,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10833,1500000.0,"54 reporting (10833) ............................ 1,500,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10833,1500000.0,"54 reporting (10833) ............................ 1,500,000",8,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10810,250000.0,"11 ers in a timely manner (10810) ................. 250,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10810,250000.0,"11 ers in a timely manner (10810) ................. 250,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10810,250000.0,"11 ers in a timely manner (10810) ................. 250,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10715,1000000.0,"26 wills (10715) ................................ 1,000,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10715,1000000.0,"26 wills (10715) ................................ 1,000,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10715,1000000.0,"26 wills (10715) ................................ 1,000,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10716,53000000.0,"53 (10716) ..................................... 53,000,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10716,53000000.0,"53 (10716) ..................................... 53,000,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10716,53000000.0,"53 (10716) ..................................... 53,000,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10736,250000.0,"56 of Lifespan of Greater Rochester (10736) ....... 250,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10736,250000.0,"56 of Lifespan of Greater Rochester (10736) ....... 250,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10736,250000.0,"56 of Lifespan of Greater Rochester (10736) ....... 250,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10737,350000.0,"61 opportunities (10737) .......................... 350,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10737,350000.0,"61 opportunities (10737) .......................... 350,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10737,350000.0,"61 opportunities (10737) .......................... 350,000",9,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10738,350000.0,"1 vation to reduce social isolation (10738) ...... 350,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10738,350000.0,"1 vation to reduce social isolation (10738) ...... 350,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10738,350000.0,"1 vation to reduce social isolation (10738) ...... 350,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10739,200000.0,"6 learning opportunities (10739) ................. 200,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10739,200000.0,"6 learning opportunities (10739) ................. 200,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10739,200000.0,"6 learning opportunities (10739) ................. 200,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10740,700000.0,"11 come older adults (10740) ...................... 700,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10740,700000.0,"11 come older adults (10740) ...................... 700,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10740,700000.0,"11 come older adults (10740) ...................... 700,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10741,400000.0,"13 caregiver training and supports (10741) ........ 400,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10741,400000.0,"13 caregiver training and supports (10741) ........ 400,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10741,400000.0,"13 caregiver training and supports (10741) ........ 400,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10742,500000.0,"16 capacity building (10742) ...................... 500,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10742,500000.0,"16 capacity building (10742) ...................... 500,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10742,500000.0,"16 capacity building (10742) ...................... 500,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10743,150000.0,"19 volunteers (10743) ............................. 150,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10743,150000.0,"19 volunteers (10743) ............................. 150,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10743,150000.0,"19 volunteers (10743) ............................. 150,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10755,750000.0,"23 to ten counties (10755) ........................ 750,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10755,750000.0,"23 to ten counties (10755) ........................ 750,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10755,750000.0,"23 to ten counties (10755) ........................ 750,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10894,24069000.0,"35 Title III-b social services (10894) ........... 24,069,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10894,24069000.0,"35 Title III-b social services (10894) ........... 24,069,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10894,24069000.0,"35 Title III-b social services (10894) ........... 24,069,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10893,102610000.0,"39 nutrition program activities (10893) ....... 102,610,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10893,102610000.0,"39 nutrition program activities (10893) ....... 102,610,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10893,102610000.0,"39 nutrition program activities (10893) ....... 102,610,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10892,14000000.0,"40 Title III-e caregivers (10892) ................ 14,000,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10892,14000000.0,"40 Title III-e caregivers (10892) ................ 14,000,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10892,14000000.0,"40 Title III-e caregivers (10892) ................ 14,000,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10891,9965000.0,"41 Health and human services programs (10891) ..... 9,965,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10891,9965000.0,"41 Health and human services programs (10891) ..... 9,965,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10891,9965000.0,"41 Health and human services programs (10891) ..... 9,965,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10890,12000000.0,"42 Nutrition services incentive program (10890) .. 12,000,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10890,12000000.0,"42 Nutrition services incentive program (10890) .. 12,000,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10890,12000000.0,"42 Nutrition services incentive program (10890) .. 12,000,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10883,600000.0,"53 (10883) ........................................ 600,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10883,600000.0,"53 (10883) ........................................ 600,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10883,600000.0,"53 (10883) ........................................ 600,000",10,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10887,9000000.0,"2 federal older Americans act (10887) .......... 9,000,000",11,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10887,9000000.0,"2 federal older Americans act (10887) .......... 9,000,000",11,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10887,9000000.0,"2 federal older Americans act (10887) .......... 9,000,000",11,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,81034,980000.0,"12 office for the aging (81034) ................... 980,000",11,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,81034,980000.0,"12 office for the aging (81034) ................... 980,000",11,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,81034,980000.0,"12 office for the aging (81034) ................... 980,000",11,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,41552000.0,"38 41,663,244 ....................................... (re. $41,552,000)",12,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,41552000.0,"38 41,663,244 ....................................... (re. $41,552,000)",12,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,67483000.0,"17 69,866,436 ....................................... (re. $67,483,000)",13,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,67483000.0,"17 69,866,436 ....................................... (re. $67,483,000)",13,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,353000.0,"20 ... 353,000 ......................................... (re. $353,000)",13,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,353000.0,"20 ... 353,000 ......................................... (re. $353,000)",13,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,40264000.0,"40 40,491,920 ....................................... (re. $40,264,000)",13,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,40264000.0,"40 40,491,920 ....................................... (re. $40,264,000)",13,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,6059000.0,"47 6,190,000 ......................................... (re. $6,059,000)",13,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,6059000.0,"47 6,190,000 ......................................... (re. $6,059,000)",13,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,656000.0,"54 ... 656,000 ......................................... (re. $656,000)",13,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,656000.0,"54 ... 656,000 ......................................... (re. $656,000)",13,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10329,1072000.0,"60 distributed by provider (10329) ... 1,072,000 ..... (re. $1,072,000)",13,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10329,1072000.0,"60 distributed by provider (10329) ... 1,072,000 ..... (re. $1,072,000)",13,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10329,1072000.0,"60 distributed by provider (10329) ... 1,072,000 ..... (re. $1,072,000)",13,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10329,1072000.0,"60 distributed by provider (10329) ... 1,072,000 ..... (re. $1,072,000)",13,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10329,1072000.0,"60 distributed by provider (10329) ... 1,072,000 ..... (re. $1,072,000)",13,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10330,4027500.0,"4 distributed by provider (10330) ... 4,027,500 ..... (re. $3,788,000)",14,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10330,4027500.0,"4 distributed by provider (10330) ... 4,027,500 ..... (re. $3,788,000)",14,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10330,4027500.0,"4 distributed by provider (10330) ... 4,027,500 ..... (re. $3,788,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10330,3788000.0,"4 distributed by provider (10330) ... 4,027,500 ..... (re. $3,788,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10330,3788000.0,"4 distributed by provider (10330) ... 4,027,500 ..... (re. $3,788,000)",14,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10331,4027500.0,"11 or provide any services (10331) ... 4,027,500 ..... (re. $3,345,000)",14,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10331,4027500.0,"11 or provide any services (10331) ... 4,027,500 ..... (re. $3,345,000)",14,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10331,4027500.0,"11 or provide any services (10331) ... 4,027,500 ..... (re. $3,345,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10331,3345000.0,"11 or provide any services (10331) ... 4,027,500 ..... (re. $3,345,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10331,3345000.0,"11 or provide any services (10331) ... 4,027,500 ..... (re. $3,345,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,1121000.0,"17 1,121,000 ......................................... (re. $1,121,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,1121000.0,"17 1,121,000 ......................................... (re. $1,121,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,1000000.0,"20 1,000,000 ......................................... (re. $1,000,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,1000000.0,"20 1,000,000 ......................................... (re. $1,000,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,175000.0,"25 175,000 ............................................. (re. $175,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,175000.0,"25 175,000 ............................................. (re. $175,000)",14,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10340,793000.0,"34 Medicare Rights Center (10340) ... 793,000 ........... (re. $793,000)",14,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10340,793000.0,"34 Medicare Rights Center (10340) ... 793,000 ........... (re. $793,000)",14,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10340,793000.0,"34 Medicare Rights Center (10340) ... 793,000 ........... (re. $793,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10340,793000.0,"34 Medicare Rights Center (10340) ... 793,000 ........... (re. $793,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10340,793000.0,"34 Medicare Rights Center (10340) ... 793,000 ........... (re. $793,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,354000.0,"36 354,000 ............................................. (re. $354,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,N/A,354000.0,"36 354,000 ............................................. (re. $354,000)",14,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10342,222000.0,"37 New York Legal Assistance Group (10342) ... 222,000 ... (re. $222,000)",14,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10342,222000.0,"37 New York Legal Assistance Group (10342) ... 222,000 ... (re. $222,000)",14,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10342,222000.0,"37 New York Legal Assistance Group (10342) ... 222,000 ... (re. $222,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10342,222000.0,"37 New York Legal Assistance Group (10342) ... 222,000 ... (re. $222,000)",14,executive,2026
reappropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10342,222000.0,"37 New York Legal Assistance Group (10342) ... 222,000 ... (re. $222,000)",14,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10343,111000.0,"38 Legal Aid Society of New York (10343) ... 111,000 ..... (re. $111,000)",14,executive,2026
appropriation,OFFICE FOR THE AGING,AID TO LOCALITIES,10343,111000.0,"38 Legal Aid Society of New York (10343) ... 111,000 ..... (re. $111,000)",14,executive,2026
